アーヘン	아헨
逆子	역자
シネ・ピピア	시네 피피아
マハノイ	마하노이
スジボケ	스지보케
アルダル	알달
ホギング	호깅
オシメン	오시멘
速まる	빨리
イカボッド	이카보드
アルダーソン・ブローダス・カレッジ	알더슨 블로더스 칼리지
ツヴィルナー	투빌너
パラディーニャ	파라디냐
リカステ	리카스테
ひき上げ	끌어 올리다
ウェッツェル	웨첼
ポリッツァー	폴리처
良門	좋은 문
ビクラムヨガジャパン	비클람 요가 재팬
ビクラムヨガ	비클람 요가
ヴァーレン	발렌
正札	정찰
和上	그리고
アロンツォ	아론조
バルーエリ	발루 엘리
ニオノ	니오노
エスキヴィアス	에스키비아스
ヌジュデ	누주데
ワイカミコ	와이카미코
ロッセルト	로셀트
エッペンハイン	에펜하인
ルパーツハイン	루파츠 하인
ドゥラフォス	드라포스
クラスノボツク	크라스노보츠크
ペトロフスコエ	페트로프스코에
フンチコフ	푼치코프
プロバクトロサウルス	프로박트로 사우루스
リアチュエーロ	리어 추에로
コレヒアレス	콜레히아레스
フラメント	플라멘트
メイミョウ	메이메우
シュエジン	슈에진
パヤックレック	파약 렉
イラリ	이라리
翦風	바람
オルテガル	오르테갈
送鉱	송광
フレールスハイム	플레일스하임
ハイラト・シャーテル	하이라트 샤텔
コサンド	코산드
サンクム	상금
アルジエリ	알지엘리
転注	전주
奈倉	나쿠라
カザミノ	카자미노
ベズーホフ	베주호프
ボルコンスキー	볼콘스키
カラターエフ	카라타예프
イージプト	이집트
レーハーゲル	레이하겔
ウォンテッド	원티드
ベティアナ・パトリシア・ビナス	베티아나 패트리샤 비나스
ケニエバ	케니에바
ハーゼングルント	하젠그룬트
ヴェノマニア	베노마니아
ヴィロフレー	빌로플레이
コンヌ	콘느
牛淵	우시부치
草谷	구사야
效祖	모방 조상
ピチャン	피찬
サービト・ダーモッラー	서빗 더몰러
ウルグチャト	우루그 차트
右院	오른쪽 안뜰
パオンター・サーヒブ	파온터 서히브
レーゲンスブルク・レギオネーレ	레겐스부르크 레기오네레
おぎゃあ	오야
マクギブニー	맥기브니
スペゼ	스페제
トルベジュ	토르베주
ジューダス・イスカリアット	쥬다스 이스카리아트
ＧＰ	ＧＰ
スヴァスティカ	스바스티카
厭人	역겨운
ウィクトリア	빅토리아
ブコエビッチ	부코에비치
ミメティックス	미메틱스
アルゼンチア	아르헨티나
クジュティナ	쿠주티나
沼木	누마기
ニポー	니포
ハーシマス	허시머스
ナンゲッサーズ	난게서스
ボーファイ	보파이
マネシカケス	마네시카케스
タジイ	타지이
ヘンライコシティ	헨라이코 시티
バライナ	발라이나
デホニ	데호니
フンタマカビ	훈타마카비
マキューアン	마큐안
ヴィーシュホロド	비쉬 홀로드
チザム・アネックス	치잠 아넥스
アルダオ	알다오
ニューポコソン	뉴 포코슨
コンフィアント	컨피언트
ティムル	티무르
メシャハ	메샤하
辻山	츠지야마
俗習	세관
ウンダー	운더
蛍雪	눈
ファトマ	파토마
レンセリアウィック	렌세리아 윅
シャワンガンク・リッジ	샤완간크 릿지
後伝	후전
村祭	마을 축제
ザボエフ	자보예프
ラリオノフ	라리오노프
シャンデイ	샹데이
央子	오코
シャーフコップフ	샤프 컵프
ギルダーランド	길더랜드
ファーター	퍼터
アヤナ	아야나
ディナモ・サマルカンド	디나모 사마르칸트
デリーロ	델리로
ヴィヴィアーノ	비비아노
アダイ	아다이
ミミナシオオトカゲ	미미나시오 도마뱀
アリゲイニ	알리게니
二井	니이
ポシュニー	포슈니
イスマイロフ	이스마일로프
サシマサンダー	사시마 썬더
ジョン・ドネルソン	존 도넬슨
レヴォルシオン	레보르시온
セントピーターズバーグ・クリアウォーター	세인트피터스버그 클리어워터
勇利	유리
メジロデュレン	메지로 듀렌
キュネヘルド	큐네헬드
朐城	추청
テンパ・ツェリン	템파 체린
悪文	나쁜 게시물
ホーンド・サーペント	혼드 서펜트
ヒンカピー	힌카피
ゴーダンナー	고단너
敷き均し	깔개
オレール	오레일
ボウレッグス	보레그스
カルーサハチー	카루사 하치
トルステイン	토르스테인
北坪	베이핑
ポハン	포한
バルトレッティ	발트레티
チョクトーハチー	청토 하치
カンダラクシャ	칸달락샤
イノール	이놀
オカルーサ	오카루사
ディーツラー	디틀러
じゃれ	쟈레
デモンゲイザー	데몬 게이저
ルーブレヒト	루브레흐트
ジゴルヒ	지골히
ドゥーニ	두니
ニョロゾ	뇨로조
ギアーズ	기어스
かもしか	게다가
浦底	우라바타
櫛部	두개
苣木	모린다 오피시날리스
ビーチズ	비치스
狩生	카리쉬
叔任	슈런
雨月	우월
コンポジション	컴포지션
ブニョドコル	부뇨도콜
シュリーランガ	슈리랑가
アラギリ・ナーヤカ	알라기리 나야카
ヴィヤンコージー	비얀 코지
スウィンガー	스윙어
トゥルカン	투르칸
オクフェルダン	옥펠단
アナンタヴァルマン	아난타발만
星月	별과 달
シャーヒー	샤히
バンコン	방콘
ドゥシット	두싯
コーハーン	코한
ハストン	허스턴
ギガカロリー	기가칼로리
マイグレーション	마이그레이션
猗之	이지
オーセイブル	오세이블
グリポサウルス	그리포사우루스
テネアン	테네안
モンテローザ	몬테로사
トゥマト	투마토
クラウセン	클라우센
親ガメ	부모 거북
チルズ	칠즈
竴子	바질
エスカンドン	에스칸동
愚昧	무지
ランディヴィジオ	랜디비지오
応機	응기
ストラップレスドレス	스트랩리스 드레스
パスパエー	파스파에
ウェイアノーク	웨이 아노크
躍華	웨화(月華)
ヴェジューヴ	베주브
スラフコフスキー	슬라브코프스키
ダンタリオン	단타리온
イエヤス	예수
シュリッケルデ	슈리켈데
シュルテンホーフ	슐텐호프
リンクラーケ	링크라케
ブリュメル	브뤼멜
ヘクソ	헥소
エドグ・テムル	에드그 테무르
エルジギデイ	엘지기데이
プリアムーリエ	프리아 무리에
フューム・イベント	흄 이벤트
グディソン	구디슨
ミギョン	미경
アウドフレダ	아우드 프레다
カラペチャン	카라페찬
生岡	이쿠오카
アルテンドルフ	알텐도르프
エスポシト	에스포시토
直太郎	나오타로
アストニッシング・アベンジャーズ	아스토니싱 어벤져스
メイム	메임
イトカメムシ	이토 카메시
ヤツペ	야츠페
アルダト・リリー	알다토 릴리
エオデロセラス	에오데로세라스
金藏	킨조
サニキルーアク	사니키루 아크
中砥	나카토
ビリーフ	빌리프
ゲッペルス	게펠스
スピキオーネ	스피키오네
シブキ	시부키
ディエンビエン	디엔비엔
ホンチャルク	홍차르크
ヤチカワズスゲ	야치카와즈스게
アイソラ	아이솔라
ブリュニングヘム	브루닝헴
ペディングヴォールト	페딩 볼트
バーズヴィル	바즈빌
基盛	지성
サブミリ	서브밀리
プエルト・ベルグラノ	푸에르토 벨그라노
耶舎	야사
ラーニー・ラーシュマニー	라니 라슈마니
パルガナー	팔가나
厭悪	악악
ギンギラ	긴기라
ビスト	비스트
バンシィ・ノルン	반시 노른
末崎	스에사키
エンダース	엔더스
ヴァシシュタ	바시슈타
求是	진실을 추구하다
浙軍	저장군
インタラクトーム	상호작용
ほうり込む	쏘다
キッティンジャー	키팅저
ゴルイ	골이
氷球	빙구
ロッカーズ	로커스
エンチラダ	엔틸라다
イービス	이비스
モントリーヴォ	몬트리보
コーワシストーン	코와시스톤
ラブリス	러블리스
ヘイノールト	헤이놀트
ヘキサセン	헥사센
もらい受ける	받다
カピュアイ	카퓨아이
場景	대본
ヨルマ・パヌラ	요르마 파누라
宝鐸	바오두오
ツヴェットル	츠베틀
信勇	신용
プラセーナジット	프라세너지트
ログーディ・ヴェッキオ	로쿠디 베키오
アルゼンティン	아르헨티나
カシュプ	카슈프
ホウニン	호우닌
塬	원
攷	시험
付款	지불
ミューテーション	뮤테이션
ヴァニッシャー	바니셔
よじ上る	요지 오르다
荒牧町	아라마키초
3351	3351
岩崖	바위 절벽
ホィール	휠
捻子	곡구
沅発	沅発
日開野	히가시노
マグギンティー	머깅 티
食鑑	음식 리뷰
院覚	병원
ストロム	스트롬
麒六	치류
アヤカシ	아야카시
騶余	주유
椛峠	椛峠
樛氏	구
百会	백회
直霊	직접적인 영적
イェロータバン	예로타반
アンフェルデン	암펠덴
アヴェッツァーノ	아베차노
セシリ	세실리
外鞘	외부 덮개
デルーチ	델루치
アオスジ	아오스지
ウッテンロイト	우튼 로이트
ナビックスライン	네빅스 라인
四ツ池	요츠 연못
たけざき	타케자키
カステッラヴァッツォ	카스텔라 바조
プロウライト	프로울라이트
法句	담마파다
なが	나가
シッサ	시사
沖浜東	오키하마 히가시
フィオレンツオーラ・ダルダ	피오렌츠 오라 다르다
ティドーネ	티도네
タオカス	타오카스
ラスウェル	라스웰
ギベール	기베일
ミモシン	미모신
ナコ	나코
ブルッキンズハーバー	브루킨스 하버
ルドヴィーカ	루드비카
はねあげ	튀는
メドッラ	메도라
ウシヌカカ	우시누카카
ギタラマ	기타라마
キブエ	키부에
ヘーチマン・ヴィシュネヴェーツィクィイ	헤치만 비슈네베치키이
アンピトリーテー	앰피트리테
うるさかっ	시끄러운
アバランシェダイオード	애벌란시 다이오드
ジガンスクード	지간 스쿠드
活栓	활전
サキニー	사키니
アラースベルク	알라스베르크
ピアリ	피아리
居っ	거기
欺し	속임수
澳鎮	아오 타운
莆林	풀린
遵行	응하다
ウィエンクムカーム	위엔쿰 캠
グラウアーゴリラ	그라우 아고릴라
エキセボ	엑세보
ラーチャブット	라차부트
フレガー	프레거
ラモンティ	라몬티
エヴドキーメンコ	에브도키 멘코
デスモシン	데스모신
ブイスツルイ	부이스 트루이
ウロストミー	우로스토미
リンドブルム	린드 블룸
クレイラ	클레이라
フォッシル・ルー	포실 루
グルグストーン	글루그스톤
寶積	보물
繪	그린
4255	4255
バウムテスト	바움 테스트
ウェルキンゲトリクス	웰킨게트릭스
ムキアヌス	무키아누스
ラルス	랄스
ユファ	유파
ツケノビ	츠케노비
はがね	하가네
傭役	용역
スービエ	수비에
アイテリウス	아이테리우스
ズグロエボシドリ	즈그로에보시도리
竟	실제로
エシェゾー	에셰조
ミリョン	밀림
宵待	밤 대기
グラーヴェ	그라베
マクドウアル	맥도우알
バリゲーター	발리게이터
夏代	하 왕조
ミョンテ	명태
コラシジウム	콜라시듐
ヴェルラ	벨라
廉子	리안지
ノイバウテン	노이 바우 텐
スリーク	슬리크
シビラ	시빌라
ーレ	어
勢朝	경향
ケファロエディウム	케팔로에디움
モレサウルス	모레사우루스
サスケハンノック	사스케 한녹
ブーケット	부켓
チャーロット・カスケ	찰롯 카스케
モルメギル	모르메길
フィンドゥイラス	핀두이라스
ビュンバ	Bumba
サンターナ	산타나
ウシュマル	우슈마르
胆識	용기
トランスクリプション	트랜스클립션
ベタウアー	베타 우어
シェーネラー	셰넬러
鬼子	악마
スクリューレード	스크류레이드
政臣	정신
ワパコネタ	와파 코네타
ミップマップレベル	밉맵 레벨
トッレス	토레스
梅次郎	우메지로
元物	원물
フェムト	펨토
ステファソン	스테파슨
市日	도시일
ブレンドリータウン	블렌드리 타운
パンパニト	팜파니토
ホヤウカムイ	호야 우카무이
マルキョク	마르혁
カプルス	카풀스
革帯	가죽띠
ザーフトラ	Zaftra
スタビスキー	스타비스키
炙り出す	끓인다
ネルトリンガー・フォアシュタット	넬트링거 포아슈타트
憍陳	카우슈틸라
6465	6465
ベリク	베릭
ブネ	브네
ニコチノイド	니코티노이드
フーツエミール	푸츠 에밀
カロールメン	칼로르멘
リシダ	리시다
アイヒシュタット	아이히슈타트
ダンマパーラ	담마 팔라
プーピエン	푸피엔
フェノマン	페노만
リスト・リュティ	리스트 루티
完造	완성
ギュービッド	규비드
ジニャーナ	지냐나
オイデルミン	오이델민
コレトン	콜레톤
舒促	달래는
声字	사운드 워드
近古	고대 후기
ノクト	녹트
道頼	도뢰
アンミアヌス	안미아누스
ポティファル	포티팔
農振	농진
バルバヴェーラ	바르바벨라
黒鹿毛	검은 사슴 머리
わかち	와카치
ロマシェコワ	로마 셰코바
'$'	&#39;$&#39;
滕恬	텡 티엔
ライガ	라이가
サラク	사라크
山主	산악 마스터
ジンオウガ	진오우가
タールメッシング	타르 메싱
アーケゾア	아케조아
ط	티
シギュン	시균
ミクロメーター	마이크로미터
萩園	하기엔
囃子詞	반자사
訓子	훈련
オゴニ	오고니
片句	구절
はつみ	하츠미
カムループス	캠루프스
下到津	천진으로 내려가다
非理	비이성적
アスタウエネ	아스타우에네
引きがね	당겨
シュクロウプ	슈크로우프
焼け野	야키노
アメロゲニン	아메로게닌
掌線	장선
アストラギウス	아스트라기우스
渾天	훈 티안
温浸	따뜻한 물에 담그기
析係	석계
舛彦	마사히코
知一郎	치이치로
スド	수도
芋がら	고구마
史良	역사
スホナ	수호나
ひと足	한 발
ウサバダータ	우사바다타
翼壮	윙 스트롱
4812	4812
パインビークエリア	파인 비크 지역
ザグザグ	자그재그
ギンヅブルク	긴두부르크
オレーム	오렘
サンチュリ	산추리
レファレンダム	레퍼런덤
ネポティアヌス	네포티아누스
オヴィダ	오비다
ドベルド	도베르도
ティピコ・オリエンタル	티피코 오리엔탈
エンナ	엔나
綸直	런지
李蒙	리멍
トリクレジル	트리크 레질
口真似	입이 진실하다
盥	씻다
波越	하타노시
自籠	자롱
赤石沢	아카시자와
泣面	울고 있는 얼굴
渡明	도메이
ソルーナ	솔루나
かかす	허수아비
耀勲	耀勲
木鼠	나무쥐
糎高	높은
ブジョノフカ	부조노프카
ピロートカ	베개 토카
キーチェリ	키 체리
アージーヴィカ	아지비카
スシーマ	스시마
スーパージャックポットボーナス	슈퍼 잭팟 보너스
バロット	바로트
メッジェシ	메제시
ワートハイマー	워트하이머
アウレリアス・パコルス	아우렐리아스 파코루스
モーンダー	몬더
米菓	쌀 크래커
6939	6939
得津	데진
道祖土	다오즈투
ゴネヴィル・シュル・メルヴィル	고네빌 쉬르 멜빌
トロア	트로아
謙抑	겸손
コンチャーコヴナ	콘처 코브나
聖龍	홀리 드래곤
キモトリプシノーゲン	키모트립시노겐
大毘古	다비쿠
バーソルディ	버솔디
ジェノヴィーズ	제노비즈
オクタブ	옥타브
ヴェリディス・クォ	벨리디스 쿼
ヴァレスコ	발레스코
アルバーチェ	알바체
ロカンタン	로칸탄
格物	사물의 연구
アメーネブルガー	아메네부르가
オルテンベルク	올텐베르크
ミヒェルヒェン	미헤르헨
シャンダウ	샹다우
ビリジアン	빌리지안
打継	묶다
ジュモードール	쥬모델
タタミ	타타미
ルジョムベロク	루좀 베록
ビクトリウス	빅토리우스
幸侃	행운
シカンダラーバード	2차 버드
オスマーニヤー	오스마니어
マトン・ビリヤニ	마톤 빌리야니
ビリヤニ	빌리야니
抦	抦
華岳	화웨
心苦しかっ	걱정
シュターレッカー	슈터레커
フイヤンクラブ	후이얀 클럽
洒落着	뿔뿔이 흩어진
ユウイチ	유위치
熿	멋진
聿鍵	유지안
アシュマン	애쉬만
コヘイシソウ	코헤이시소우
ムラサキヘイシソウ	무라사키 헤이시소우
ヒメヘイシソウ	히메헤이시소우
かんばせ	칸바세
滕固	텡구
今朝治	오늘 아침 치료
イギータ	이기타
ハリッサ	해리사
アヒム・フォン・アルニム	아힘 폰 아르님
ヴィーパースドルフ	비퍼스도르프
掻き立てよう	긁어 보자.
レパラータ	레파라타
伝六	전록
サマミッシュ	서머미쉬
ダロンシュ	달론슈
ライフォード	라이포드
蒸かす	찐다
クロミェルジーシュ	크로미르지슈
3828	3828
3818	3818
ベーズン	베이즌
アーケオシリス	아케오시리스
カプトリヌス	캡트리누스
チェレポヴェツ	체레포베츠
モンチェゴルスク	몬체고르스크
ドウソンシンリントナカイ	도우슨 신린 순록
チルボルトン	칠 볼튼
遥子	하루카
根音	루트 노트
ブドヴァ	부드바
サピエン	사피엔
親宗	친척들
デビーク	데비크
ロクロギ	로쿠로기
タルニエ	타르니에
パルプンテ	팔푼테
ポエティク	포에틱
ハモウカル	하모우칼
チスイビル	치수이빌
モビット	모빗
金升	진생
ヒュムノスワード	흄노스워드
アルジトール	알지톨
ナユグ	나유그
ナヨロ	나요로
ナムター	남터
シュレンマー	Schlenmer
ペデルペス	페델페스
ゴタルゼス	고타르제스
割返し	할인
弥子	야코
リケッツ	리켓
縊血	긴축
粿条	콰이 티오우
クァイティオ・ナーム	카이티오 남
フロツェ	플로체
ベスパニョーラ	베스파뇰라
スルトン	술톤
安広	안 히로
煽り立てる	부추기다
ヒラタニオイガメ	히라타니오 거북이
シヴァガンガイ	시바간가이
コッ	Cock
哭女	울고 있는 소녀
アベス	아베스
ハーメルヴェルデン	하멜 베르덴
ブルガリアエクザルフ	불가리아 엑잘프
雪うさぎ	눈 토끼
スリマン	슬리만
最福	가장 축복받은
バコン	바콘
真神	참 하나님
沈み彫り	침몰
ヴェネマン	베네만
デンデ	덴데
ペニシリウム	페니실륨
マイコトキシン	마이코톡신
柿下	감
ヘルゲア	헤르게아
イェリング	예링
ミエット	미엣
レイベリヒ	레이베리히
ポニャトスキー	포냐토스키
モノバイル	모노바이르
ド・ラベドワイエール	드 라베드 와이에르
グスラン	구슬란
垙	垙
アクセプタ	억셉터
モリサニア	모리사니아
サエコ	사에코
テヒニカルダン	테히니컬 단
リンホフ	린호프
為め	희망
シニャンガ	시냥가
クルックス	크룩스
ТЭ	티에이
クヮンソウ	쿤소우
ダーヴィット	더빗
婺華	우화(五花)
エフレン・レイズ	에프렌 레이즈
エーレ	엘레
ベクマンベトフ	베크만 베토프
バネル	바넬
ピラゾール	피라졸
ヴェステルプラッテ	베스텔 플라테
アルメ	아르메
リーメーケ	리메이크
グンター	군타
バラフォン	발라폰
クスマ	쿠마
アメア	아메아
インドジャボク	인도 자복
肝経	간경
チェイ	체이
吊り紐	매달아 끈
ゾイロス	조이로스
エウクラティデス	유크라티데스
ヴィディシャー	비디셔
プダウェル	푸다웰
シンクイ	싱쿠이
ヨウヘイ	요헤이
ジョアル	조알
ファディユ	파디유
苻宏	푸 홍
サオシュヤント	사오슈얀트
フォルツァーノ	포르자노
ラウレッタ	라우레타
シルス	실스
ツウエー	츠웨이
キャタライザー	캐터라이저
アストナージ	아스토나지
クイックリー	퀵리
缘	가장자리
シュヌルル	슈누루루
ポアンソ	포안소
筋斗	재주 넘기
ヴィクトリーヌ	빅토리인
佐賀ノ花	사가노하나
ティンガネス	팅가네스
坵	투수판
坵村	파촌
コメルツ	코멜츠
マキニエミ	마키니에미
ヘレン・マクドゥガル	헬렌 맥두갈
粉引き	가루
呂沢	로자와
メッケスハイマー・ツェント	메케스하이머 젠트
ジェルゴンヌ	제르곤
馬来田	말레이 필드
リュカーオーン	류카온
デフェンテル	디펜텔
ンゲラスレ	응게라스레
モラヴィツァ	모라비차
弥蔵	야쿠사
アルケニル	알케닐
ミラシジウム	미라시듐
ウンターシェーンブルン	운터 쇤브룬
シュヴァンハイム	슈반하임
スイホウガン	수이호건
クァイル	쿠일
シュミットトリガ	슈미트 트리거
エクスパンダー	익스팬더
ミクリガ	미크리가
莫賀咄	모헤두오
咥利	딜리
フォルモテロール	포르모테롤
スミソ	스미소
バイアー	바이어
メリッソス	메리소스
ヒルシュアウ	힐슈아우
ローケーシュヴァラ	로케이슈바라
マリカールジュナ	마리카르 주나
エローラ	엘로라
カーシーヴィシュワナータ	카시 비슈와나타
パーパナータ	퍼파나타
タージール	타지르
多九郎	타주로
来かかり	와서
黄権	황권
パパゲーノ	파파게노
寶塚	寶塚
芳根	향기
銀朱	은주
ギッピウス	기피우스
イスミー	이스미
ライフォス	라이포스
ムワイ・キバキ	무와이 키바키
ベレズホフ	벨레즈호프
ビエルト	비에르토
ソブレロ	소브레로
イワトコナマズ	이와토코나마즈
ケルドリック	켈드릭
ドゥーガン	두건
元郷	모토고
ラントフリーデ	란트프리데
無洗	세탁 불가
研ぎ汁	날카로운 국물
側堤	사이드 뱅크
カンリョンポ	강룡포
アールモシュ	아르모슈
面授	대면
マクリーランド	맥클리랜드
ガアヤン	가아얀
ディンブルビー	딩블비
ビゴンベ	비곤베
ヴァズル	버즐
レヴェンテ	레벤테
創氏	장시
迹門	트레이스 게이트
ケンタロウ	켄타로우
今鏡	오늘의 거울
ベロウァッキ	벨로와키
アトレバテス	아틀레바테스
ンナン	난난
フォンブレイバー	폰 브레이버
フィオレンツォ・マーニ	피오렌조 마니
ビカズ	비카즈
レキュヒナー	레큐히너
オランダシシガシラ	네덜란드 시가시라
ボースン	보순
モンゴンゴ	몽곤고
スウォンジー・シティ	스완지 시티
越田	고시다
デヴォア	데보아
掛け取り	걸려
大尻	큰 엉덩이
仲連	중련
重感	무거움
星出	별 밖으로
宧	宧
岩狸	바위하이에나
チチュウカイイシガメ	치추 카이 거북
カルティニー	까르띠니
ザッハーク	자허크
リッツォラッティ	리조라티
エスパルマドール	에스파르마도르
ワバシュ	와바시
サイル	싸일
エーゼル	에젤
まさかり	마사카리
ペドロッキ	페드로키
ガバナーズアイランド	거버너스 아일랜드
ベッテンドルフ	베텐도르프
アクロタトス	아크로타토스
クレオニュモス	크레오뉴모스
ジデル・エクスプロレイションズ	지델 익스플로레이션스
ピレク	피렉
ウチュ	우추
ダミアー	더미어
井土	이토
甌越	우웨
タレジュ・バワニ	탈레주 바와니
メヘラーン	메헤란
リーギ	리기
モモタロス	모모타로스
ネガタロス	네가타로스
ボーフ	보프
孫庇	孫庇
ガビアーニ	가비아니
ババジ	바바지
ヴァグリア	바그리아
サランドラ	살란도라
ワムズガンス	왈즈 건스
ヴィシネグラツキー	비시네그라츠키
ポリート	폴리트
クンパルシータ	쿰팔시타
ダリエンソスタイル	달리엔소 스타일
バリアシオン	배리어 시온
曾木	소키
ニコポル	니코폴
ショヴェル	쇼벨
アイオテ	아이오테
順向	순방향
ラブダコス	러브다코스
弓手	궁수
パロンボ	팔롬보
呱子	돌팔이 의사
モッジ	모지
アストルフォ	아스톨포
ガッザエフ	가자예프
ファレナ	파레나
リムスレーア	림슬레이어
ナデジュダ	나데주다
正篇	주요 기사
エドストレーム	에드스트렘
スルシャルスキー	술샤르스키
タウントニア	타운 토니아
バトスピ	바토 스피
雪之	유키유키
国原	쿠니하라
アンダートン	언더턴
ヴェイヴォダ	Vevoda
換喩	이름 변경
アルデルト	알데르트
ドゥビューク	두뷰크
アソールト	아소르트
騤	강한
カーニュ	카뉴
マクギリヴレイ	맥길리브레이
ベンウィク	벤윅
ターチ	타치
海老一	에비이치
龍朔	롱슈오
帰州	귀주
ドゥカワ	두카와
オ・キオラン	오키오란
公徳	공덕
イグビラ	이구빌라
クブシュ	쿠부시
ドレヌ	드레누
グウィリ	길리
マナウィダン	마나위단
ギルヴァエスウィ	길바에스위
赦罪	용서
きょうか	쿄카
ベートリー	베트리
パトリドゥ	패트리두
プシュパ・ラール	푸슈파 랄
常広	토코히로
ダウデンツェル	다우덴젤
アンツィアーテ	안치아테
オクチャーブリスカヤ・レヴォリューツィヤ	옥처브리스카야 레볼루치야
カサトーノフ	카사토노프
フェヴズィ	페브지
グザナ	구자나
馳せ参じる	태어나다
サラグ	사라그
ヴェリーン	벨린
餃	심
すこう	굿
ヤボク	야복
俵野	야마노
スズミグモ	주석 거미
搔い	搔
叔承	슈 청
清俊	청준
ナアマン	나아만
グッテンバッハ	구텐바흐
パマキン	파마킨
芳原	요시하라
クエルダ	쿠에르다
もやい	모야이
サイアザイド	시아자이드
ファシラダス	파시라다스
アイローネ	아이로네
アヴィエーレ	아비에레
引き帰し	인출
ヒューイック	휴익
カリーチェ・リグーレ	칼리체 리구레
浮輪	부륜
ヒメテンコケムシ	히메텐 코켐
コルヴィーノ	코르비노
マクシャリー	맥샤리
改田	분야를 개선하다
敢國	대담한 국가
ノヴァラ	노바라
デヴニャ	데브냐
頼安	신뢰
神身	신의 몸
蕙	후이
ジイソプロピルエーテル	디이소프로필 에테르
オージャーガンマー	오저 감마
クレーファーズルツバッハ	크레퍼 즈르츠바흐
ゴームズ	고무스
ルチアーニ	루치아니
ベアボーン	베어본
ポーム	폼
アセタミプリド	아세타미프리드
メーワーン	메이완
オーン	온
シュナイゼル	슈나이젤
スカワティ	스카와티
ディダクション	디덕션
ムフェカネ	무페카네
グロースドイッチュランド	글로스 도이추랜드
ガルムドゥグ	가름두그
生き長らえる	살아남다
恩重	우아함
トゥッラー・モーリー	툴러 몰리
マラパルテ	말라파르테
バーンカピ	반 카피
ハイオレイック	하이오 레이크
ロスヴィータ・フォン・ガンダースハイム	로스비타 폰 건더스하임
海彦	카이히코
ヘッグ	헤그
ケーニヒスシュトゥール	케니히스슈투르
スフェン・フォン・ミッツラフ	스펜 폰 미츨라프
テッセレーション	테셀레이션
クロコシジロウミツバメ	악어 꿀벌
ズィンミテュード	신 미튜드
ルギ	루기
放り	방출
青ねぎ	푸른 파
エクトロメリアウイルス	엑트로멜리아 바이러스
クァドラン・ロー	쿼드란 로우
底土	하층토
リエルペ	리엘페
劃師	입안자
マッツァ	마차
アサカリジェント	아사카 리젠트
ソロルザーノ	솔로르자노
マルヒュア	말휴아
チリッ	칠리
デルボニス	델보니스
ゲオルギ・ヴォイテ	게오르기 보이테
ルーフォ	루포
セレスティーニ	셀레스티니
維子	비지
土竜	토룡
オ・シーティオ	오 시티오
ヒッポリュテー	히폴리테
かどわかさ	카도와카사
ビゼンニシキ	비젠니시키
甯	꽤
娣	디
メティオ	메티오
ニーキッペー	니 키페
クリューシッポス	크루시포스
ミュルティロス	뮐티로스
同善	동선
チャロアイト	챠로아이트
アッペンツェラー	아펜첼러
プッテマンス	푸테만스
初雁	초파리
ゼウクシデモス	제욱시데모스
クラテロス・ネオプトレモス	크라테로스 네옵트레모스
ペクトライト	펙트라이트
菊春	국화봄
紀通	지 통
ツェントロソユーズ	젠트로소유즈
レドゥクシオン	레덕시온
プマカワ	푸마카와
ガマーラ	가마라
ピエロラ	광대
レギーア	레기아
ファステンバーグ	파스텐버그
インアクティブ	비활성
ミルヒブック	밀히북
鯛女	태여인
マラディ	말라디
20000	20000
コロンジュ	콜론주
エレンブルグ	엘렌부르크
ラソフスカヤ	라소프스카야
箸置き	젓가락
キンジキティレ	킨지 키틸레
リワレ	리와레
ヘヘ	헤헤
ホンゴ	홍고
ンギンド	잉긴드
カヴェーリン	카베린
ロディーヌ	로딘
フォーリベーテ	폴리베테
叙録	서록
シベラス	시베라스
ポダレイリオス	포달레이 리오스
ラーゲルクヴィスト	라게르크 비스트
拱庁	아치형 통로
アフリカネイションズチャンピオンシップ	아프리카 네이션스 챔피언십
グランドルフ	그랜드 루프
グリゴル	글리골
ザカリアン	자카리안
路粮	길에서 먹는 음식
ヴラッド	블라드
ガボシュ	가보시
宮長	궁전 수장
ルルギ	루루기
アウマ	아우마
華香	화샹
ニーノ・サルクワゼ	니노 살쿠와제
ニザームルムルク	니자무르무르크
ドヴィン	드빈
ナリン	나린
チョルマカン	철마칸
ニノシヴィリ	니노시빌리
ルドゥテ	루드테
プラジャーパティ	플라저 패티
アルファコルセ	알파 코르세
ジェラム	젤람
アハマー	아하마
涇原	오키하라
ヌクタウィー	누타위
ラースタチカ	라스타치카
ヨルコ	요르코
ヨーレ	요레
櫛渕	쿠시부치
サジャーフ	사저프
ウィザース	위저스
エッガーミューレン	에거 뮤렌
ヘルマン・ローテルト	헤르만 로테르토
アルケ	알케
龍高	용고
グレフェントナ	그레펜토나
和勝	와카츠
シャルツフェルト	샤르츠펠트
シュロート	슈로트
ナディーヌ	나딘
ルーヴ	루브
レトワール	레투아르
ウォッセ	와세
アーヴィッド	어비드
分支	지점
コルノルステロン	코르노스테론
カシュナー	캐슈너
ロヴン	로븐
シヴィライゼーション	시빌라이제이션
デクシップス	덱십스
ジークマリンゲン	지크 마링겐
ダイイング	다이잉
選仏	선불
ジョン・ミンヒョク	종민혁
̤	̤
長冨	나가미
レグメツ	레그메츠
パジェノ	파제노
小邑	샤오이
ファンタズミック	판타즈믹
倻第	야디
バドラ	바도라
クリサ	클리사
